2.926125175622217300e-01 6.494114701237745368e-01
6.383671474604613039e-03 2.361873960309001652e-01
4.646864899722470410e-01 9.405119943770692270e-01
-3.287722383192827058e-01 7.662449763834068284e-01
5.727561591834045007e-01 -4.752878787250669479e-01
4.787342355709270914e-01 1.209485587045873445e-01
-6.713126414501525974e-02 5.240093645158857560e-01
8.084853437449177616e-01 6.914843853483796376e-01
1.157076863338537986e+00 -4.342231620894846933e-01
-5.473416068497248821e-01 7.533788914149008864e-01
9.610346896669737238e-02 5.962251111924365965e-01
-2.720268164547762213e-01 -9.037585410844166667e-01
-5.001534048962978929e-01 3.647310801140404846e-01
-1.366346068322426555e-01 1.105719884136991737e+00
2.621618247789396228e-01 6.159579575539358975e-01
-3.322822402852218526e-01 -1.592914613662281376e+00
-4.947245256587046169e-03 -2.584090956658869898e-01
2.581930066465660811e-01 6.389061087563313590e-02
-1.091840736661332301e+00 -5.627192834399729060e-01
-7.361916759907357610e-01 -4.591120687202109307e-01
2.924640552189461395e-01 3.961110659849915172e-01
3.571464232524296789e-01 4.466365814778794352e-01
-2.623074052642712650e-03 1.146629787352075325e-01
4.922020663886652603e-01 -3.536157656408561722e-01
-3.208602065757938659e-02 1.019904800529668476e+00
-3.564662820242936458e-01 -1.563061456283857953e-01
7.417861880149628773e-01 4.328730554162530941e-01
-4.034695556793013171e-01 1.796638389371416900e-01
-3.540755329215288794e-01 -1.104527408586846393e+00
2.498863582453362542e-01 -5.682347157842149166e-01
1.099963784590118898e-02 -1.075166668638378509e+00
5.658784839303611369e-02 3.932075237671099899e-01
1.248229455377876773e+00 -4.738680516246733809e-01
5.908233163537182642e-03 -4.038346297188407652e-01
-2.607886852939820255e-01 5.530723368838545984e-01
-6.720833534470899151e-01 1.115620883430178262e-01
7.119370463863939902e-01 6.823707174397581898e-01
1.073680536962563936e+00 7.650727724941534802e-02
-3.985508116161060599e-01 -2.972536163888629956e-01
-1.183603969964771574e-01 3.475926352804176722e-01
-2.269669451949629380e-01 4.916154133316789077e-01
9.937839329528060095e-02 -2.662858044466436258e-01
1.643810744059027995e-01 -3.208737446319627762e-01
7.829695165630281561e-01 -9.485087512400159904e-01
-2.074838348276995259e-01 6.514043905175770366e-01
-2.835535462034313170e-01 4.995647016636818316e-01
4.326598765489073628e-01 5.274287653477047755e-01
-1.546811342724979665e-01 -6.373682109429168463e-02
-2.730280546286198429e-01 -2.295062610270748871e-01
